Id,Price (EUR),Transmission,Number of Gears,Body Type,Number of seats,Drive wheel,Fuel Type,Number of Cylinders,Volume of engine,Power,Max Torque,Top Speed,Acceleration to 100km/h,Combined consumption l/100km
78271,48844,6 speed manual transmission,6,"4-doors, bus",NaN,front,diesel,4,2198,110,250,145.0,NaN,7.1
78290,39749,5 speed manual transmission,5,"4-doors, van",NaN,front,diesel,4,1560,95,210,145.0,14.7,5.5
78299,51299,5 speed manual transmission,5,"4-doors, van",8,front,diesel,4,1560,95,210,145.0,14.7,5.6
78313,135028,7 speed automatic with double clutch,7,"2-doors, convertible",4,rear,gasoline,6,2981,370,450,290.0,4.6,7.5
78327,646605,6 speed manual transmission,6,"2-doors, convertible",2,rear,gasoline,10,5733,612,590,330.0,3.9,17.8
59482,74100,7 speed automatic with double clutch,7,"3-doors, coup&eacute;",2,rear,gasoline,6,2706,275,280,264.0,5.6,7.7
78328,109860,8 speed automatic with double clutch,8,"5-doors, hatchback",4,rear,gasoline,6,2995,330,340,264.0,5.7,7.5
78338,10664,4 speed manual transmission,4,"5-doors, hatchback",5,front,gasoline,4,1647,96,131,161.0,NaN,9.3
78346,17765,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1995,103,158,182.0,11.5,7.3
78362,18149,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1995,103,158,182.0,11.5,7.9
78382,20665,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,6,2664,142,215,188.0,10.0,11.5
78385,7805,4 speed manual transmission,4,"4-doors, sedan",5,front,gasoline,4,1108,48,79,138.0,NaN,6.3
78398,9132,4 speed manual transmission,4,"4-doors, sedan",5,front,gasoline,4,1237,54,88,146.0,16.0,6.7
78407,43926,5 speed manual transmission,5,"2-doors, coup&eacute;",5,rear,gasoline,6,2849,160,221,235.0,8.0,9.9
78411,30494,4 speed manual transmission,4,"2-doors, coup&eacute;",4,rear,gasoline,6,2664,150,199,225.0,7.8,10.9
78412,77392,5 speed manual transmission,5,"2-doors, coup&eacute;",5,rear,gasoline,6,2975,250,350,265.0,5.7,10.4
78413,14790,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,3,898,90,135,185.0,13.0,4.3
78448,15500,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,3,898,90,140,180.0,13.1,5.0
78466,15990,5 speed manual transmission,5,"5-doors, station wagon",5,front,gasoline,3,898,90,135,185.0,12.2,4.6
78485,16800,5 speed manual transmission,5,"5-doors, station wagon",5,front,gasoline,3,898,90,140,180.0,12.2,5.1
78501,10981,5 speed manual transmission,5,"3-doors, coup&eacute;",5,front,gasoline,4,1397,64,101,160.0,15.0,7.0
78507,26520,6 speed manual transmission,6,"5-doors, suv/crossover",5,front,gasoline,4,1198,130,205,192.0,10.1,5.6
78528,35490,6 speed manual transmission,6,"3-doors, coup&eacute;",5,front,diesel,4,1461,110,240,193.0,11.9,4.2
78530,20990,6 speed manual transmission,6,"5-doors, station wagon",5,front,gasoline,4,1198,115,190,190.0,11.2,5.3
78557,21740,6 speed manual transmission,6,"5-doors, station wagon",5,front,gasoline,4,1198,100,175,182.0,12.6,5.4
78582,24190,6 speed manual transmission,6,"3-doors, coup&eacute;",5,front,gasoline,4,1198,115,190,190.0,10.9,5.3
78598,33990,6 speed manual transmission,6,"2-doors, convertible",4,front,gasoline,4,1397,130,190,200.0,9.6,7.3
78608,34490,6 speed manual transmission,6,"2-doors, convertible",4,front,gasoline,4,1198,130,205,200.0,11.0,6.4
78609,27020,6 speed manual transmission,6,"5-doors, mpv",NaN,front,gasoline,4,1198,115,190,185.0,12.3,5.8
78627,25820,6 speed manual transmission,6,"5-doors, mpv",5,front,gasoline,4,1198,115,190,185.0,12.3,5.8
78645,37391,5 speed manual transmission,5,"2-doors, convertible",2,rear,gasoline,4,1998,150,186,215.0,6.9,8.7
78646,29700,traploze automatic,t,"5-doors, hatchback",5,front,n/a,NaN,NaN,92,220,135.0,14.5,NaN
78653,9990,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1405,85,120,160.0,12.8,7.4
78657,14396,5 speed manual transmission,5,"5-doors, station wagon",5,front,gasoline,4,1994,102,178,175.0,11.6,8.3
78666,14063,4 speed manual transmission,4,"5-doors, hatchback",5,rear,gasoline,6,2350,123,181,183.0,12.2,10.6
78672,17182,5 speed manual transmission,5,"5-doors, hatchback",5,rear,gasoline,4,1994,101,163,167.0,13.6,8.6
78682,17990,5 speed manual transmission,5,"3-doors, hatchback",4,front,gasoline,4,1396,103,123,174.0,11.0,7.3
78686,18590,5 speed manual transmission,5,"5-doors, hatchback",4,front,gasoline,4,1396,103,123,174.0,11.0,7.3
78690,17198,5 speed manual transmission,5,"2-doors, sedan",5,front,gasoline,4,1985,100,162,165.0,14.0,10.0
78691,5125,4 speed manual transmission,4,"3-doors, hatchback",5,front,gasoline,4,903,40,63,130.0,19.6,7.5
78694,6033,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,903,40,63,130.0,19.6,7.2
78695,13750,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,3,999,75,95,172.0,14.3,4.8
78714,14250,5 speed manual transmission,5,"5-doors, station wagon",5,front,gasoline,3,999,75,95,172.0,14.8,4.9
78729,30810,6 speed manual transmission,6,"3-doors, hatchback",5,front,gasoline,4,1798,180,250,226.0,7.4,6.0
78739,23025,6 speed manual transmission,6,"5-doors, hatchback",5,front,gasoline,3,999,115,200,198.0,9.8,4.8
78793,24025,6 speed manual transmission,6,"5-doors, station wagon",5,front,gasoline,3,999,115,200,195.0,10.0,4.8
78852,8257,5 speed manual transmission,5,"4-doors, sedan",5,front,gasoline,4,1193,63,88,150.0,18.0,7.1
78873,0,4 speed manual transmission,4,"5-doors, hatchback",5,front,gasoline,NaN,NaN,NaN,NaN,NaN,NaN,7.8
13442,54054,4 speed automatic,4,"5-doors, suv/crossover",5,front+rear,gasoline,8,4601,243,398,170.0,11.0,13.2
13444,44706,4 speed automatic,4,"5-doors, suv/crossover",5,front+rear,gasoline,6,4011,207,339,171.0,10.9,13.7
13446,6539,4 speed manual transmission,4,"3-doors, hatchback",5,front,gasoline,4,957,45,65,137.0,17.6,7.5
13464,7096,4 speed manual transmission,4,"3-doors, hatchback",5,front,gasoline,4,957,45,68,137.0,19.8,6.4
13478,8064,4 speed manual transmission,4,"3-doors, hatchback",5,front,gasoline,4,957,45,68,137.0,19.8,6.5
13499,8899,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,4,1118,50,83,143.0,18.1,6.0
13525,10569,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,4,1118,50,83,143.0,18.1,6.0
13543,10432,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,4,1299,60,103,155.0,15.9,6.8
13566,9270,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,4,1299,60,103,153.0,16.4,6.9
13585,12500,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,4,1299,70,106,160.0,17.3,6.2
13621,10995,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,4,1299,70,106,160.0,17.3,6.1
13657,11845,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,4,1242,60,114,152.0,16.9,5.4
13694,9071,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,4,1118,50,83,143.0,19.1,6.1
13697,10196,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1118,50,83,143.0,18.1,6.0
13715,11340,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1118,50,83,143.0,18.1,6.0
13726,10886,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1299,60,103,155.0,15.9,6.8
13750,9720,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1299,60,103,153.0,16.4,6.9
13768,13000,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1299,70,106,161.0,17.3,6.2
13799,11595,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1299,70,106,161.0,17.3,6.1
13829,11295,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1242,60,114,152.0,16.9,5.4
13864,9525,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1118,50,83,143.0,19.1,6.1
13867,15653,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,4,1388,75,125,171.0,14.1,6.6
13874,17450,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,4,1388,75,123,171.0,14.1,6.6
13907,18400,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,4,1388,80,124,164.0,14.1,6.6
13943,19755,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,4,1388,80,124,164.0,14.1,6.6
13963,16107,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1388,75,125,171.0,14.4,6.6
13982,18050,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1388,75,123,171.0,14.4,6.6
14023,19000,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1388,80,124,164.0,14.1,6.6
14073,20355,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1388,80,124,164.0,14.1,6.6
58710,18495,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,3,995,100,170,185.0,12.5,4.8
14175,18149,5 speed manual transmission,5,"4-doors, sedan",5,front,gasoline,4,1596,100,145,185.0,11.0,7.0
14181,18650,5 speed manual transmission,5,"4-doors, sedan",5,front,gasoline,4,1388,75,123,171.0,14.4,6.6
14204,20600,5 speed manual transmission,5,"4-doors, sedan",5,front,gasoline,4,1388,80,124,166.0,14.2,6.6
14232,20955,5 speed manual transmission,5,"4-doors, sedan",5,front,gasoline,4,1388,80,124,166.0,14.2,6.6
14252,20775,5 speed manual transmission,5,"4-doors, sedan",5,front,gasoline,3,995,100,170,185.0,12.5,4.8
14303,16561,5 speed manual transmission,5,"5-doors, station wagon",5,front,gasoline,4,1388,75,125,171.0,14.6,6.6
14321,18650,5 speed manual transmission,5,"5-doors, station wagon",5,front,gasoline,4,1388,75,123,171.0,14.6,6.6
14362,19600,5 speed manual transmission,5,"5-doors, station wagon",5,front,gasoline,4,1388,80,124,164.0,14.4,6.6
14411,20955,5 speed manual transmission,5,"5-doors, station wagon",5,front,gasoline,4,1388,80,124,164.0,14.4,6.6
14452,21375,5 speed manual transmission,5,"5-doors, station wagon",5,front,gasoline,3,995,100,170,185.0,12.7,4.9
14508,28500,5 speed manual transmission,5,"2-doors, convertible",5,front,gasoline,4,1596,100,150,182.0,13.6,7.1
14516,30395,5 speed manual transmission,5,"2-doors, convertible",5,front,gasoline,4,1596,100,150,182.0,13.6,7.1
14528,21000,5 speed manual transmission,5,"5-doors, mpv",5,front,gasoline,4,1596,100,145,175.0,12.9,6.9
14584,15400,5 speed manual transmission,5,"5-doors, mpv",5,front,gasoline,4,1388,80,124,163.0,13.7,6.5
14621,15695,5 speed manual transmission,5,"5-doors, mpv",5,front,gasoline,4,1388,80,124,163.0,13.7,6.5
14649,26998,5 speed manual transmission,5,"5-doors, mpv",5,front,gasoline,4,1998,115,170,177.0,13.1,10.0
14687,26995,5 speed manual transmission,5,"5-doors, mpv",5,front,gasoline,4,1998,116,170,177.0,15.4,10.1
14712,29995,5 speed manual transmission,5,"5-doors, mpv",5,front,gasoline,4,1998,115,170,177.0,15.4,10.1
58865,25995,6 speed manual transmission,6,"5-doors, mpv",NaN,front,gasoline,4,1364,120,200,192.0,11.8,6.1
33982,16325,5 speed manual transmission,5,"3-doors, mpv",5,front,gasoline,4,1360,75,109,165.0,14.4,6.4
34000,9611,4 speed manual transmission,4,"3-doors, hatchback",5,front,gasoline,4,954,50,74,150.0,19.0,6.3
34025,9071,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,4,954,50,74,150.0,19.2,6.2
34066,10065,4 speed manual transmission,4,"5-doors, hatchback",5,front,gasoline,4,954,50,74,150.0,19.0,6.3
34088,9525,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,954,50,74,150.0,19.2,6.2
34119,8790,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,3,998,68,93,157.0,13.7,4.6
34124,8990,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,3,998,68,93,157.0,13.7,4.5
61203,8590,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,3,998,68,93,157.0,13.7,4.3
34142,9140,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,3,998,68,93,157.0,13.7,4.6
34147,9250,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,3,998,68,93,157.0,13.7,4.5
61206,8279,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,3,998,68,93,157.0,13.7,4.3
34167,7530,4 speed manual transmission,4,"3-doors, hatchback",5,front,gasoline,4,954,45,68,134.0,18.8,6.4
34178,8483,4 speed manual transmission,4,"3-doors, hatchback",5,front,gasoline,4,954,45,73,143.0,18.8,5.9
34206,6895,4 speed manual transmission,4,"5-doors, hatchback",5,front,gasoline,4,954,45,68,134.0,18.8,6.4
34214,8434,4 speed manual transmission,4,"5-doors, hatchback",5,front,gasoline,4,1124,54,88,154.0,14.6,5.9
34237,16813,5 speed manual transmission,5,"2-doors, convertible",5,front,gasoline,4,1360,80,109,166.0,12.4,7.5
34239,17607,5 speed manual transmission,5,"2-doors, convertible",4,front,gasoline,4,1360,80,109,166.0,12.4,7.5
34245,11070,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,4,1124,60,94,158.0,15.4,6.2
34272,11990,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,4,1124,60,94,158.0,15.4,6.2
34341,11470,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,4,1124,60,94,155.0,16.1,5.9
34351,11570,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1124,60,94,158.0,15.4,6.2
34380,12490,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1124,60,94,158.0,15.4,6.2
34436,12020,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1124,60,94,155.0,16.1,5.9
34447,13290,5 speed manual transmission,5,"5-doors, station wagon",5,front,gasoline,4,1124,60,94,161.0,15.8,6.5
34485,22635,5 speed manual transmission,5,"2-doors, convertible",5,front,gasoline,4,1587,110,147,193.0,10.6,7.0
34498,14525,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,4,1360,73,118,170.0,14.5,6.3
34550,12995,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,4,1360,75,120,170.0,14.5,6.3
34593,15125,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1360,73,118,170.0,14.5,6.3
34650,13520,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1360,75,120,170.0,14.5,6.3
34695,15880,5 speed manual transmission,5,"5-doors, station wagon",5,front,gasoline,4,1360,73,118,170.0,14.2,6.5
34712,14595,5 speed manual transmission,5,"5-doors, station wagon",5,front,gasoline,4,1360,75,120,170.0,14.5,6.5
34750,23690,5 speed manual transmission,5,"2-doors, convertible",4,front,gasoline,4,1598,120,160,200.0,10.7,6.5
34761,26840,5 speed manual transmission,5,"2-doors, convertible",4,front,gasoline,4,1598,120,160,200.0,10.6,6.5
34774,13690,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,3,999,68,95,163.0,14.0,4.3
34793,14190,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,3,999,68,95,163.0,14.0,4.3
34815,25630,5 speed manual transmission,5,"5-doors, mpv",5,front,gasoline,4,1598,120,160,185.0,11.8,6.9
34868,12930,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,4,1124,60,88,155.0,18.4,6.7
34886,13382,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,4,1360,75,111,165.0,14.7,7.2
34897,14385,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,4,1360,75,111,165.0,14.7,6.9
34907,13414,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1124,60,88,155.0,18.4,6.7
34925,13836,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1360,75,111,165.0,14.9,7.2
34940,14839,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1360,75,111,165.0,14.7,6.9
34955,14367,5 speed manual transmission,5,"4-doors, sedan",5,front,gasoline,4,1360,75,111,165.0,14.9,6.7
34968,14131,5 speed manual transmission,5,"4-doors, sedan",5,front,gasoline,4,1360,75,111,168.0,14.9,7.2
34978,15156,5 speed manual transmission,5,"4-doors, sedan",5,front,gasoline,4,1360,75,111,168.0,14.9,6.9
34990,14516,5 speed manual transmission,5,"5-doors, station wagon",5,front,gasoline,4,1360,75,111,165.0,15.3,7.2
35004,15200,5 speed manual transmission,5,"5-doors, station wagon",5,front,gasoline,4,1360,75,111,165.0,15.3,6.9
48704,24990,traploze automatic,t,"5-doors, hatchback",5,front,gasoline,4,1497,111,478,170.0,10.9,4.3
48707,25990,traploze automatic,t,"5-doors, hatchback",5,front,gasoline,4,1797,136,207,180.0,10.4,3.9
48715,27595,traploze automatic,t,"5-doors, hatchback",5,front,gasoline,4,1797,136,207,180.0,10.4,3.9
48722,24350,traploze automatic,t,"4-doors, sedan",5,front,gasoline,4,1497,72,115,160.0,13.4,5.1
48723,31615,traploze automatic,t,"5-doors, mpv",7,front,gasoline,4,1797,136,207,165.0,11.3,4.1
48726,25150,5 speed manual transmission,5,"3-doors, suv/crossover",5,front,gasoline,4,1794,125,161,175.0,12.2,7.4
48734,24750,5 speed manual transmission,5,"3-doors, suv/crossover",5,front,gasoline,4,1794,125,161,175.0,12.2,7.4
48742,27450,5 speed manual transmission,5,"5-doors, suv/crossover",5,front,gasoline,4,1794,125,161,175.0,12.2,7.4
48750,27250,5 speed manual transmission,5,"5-doors, suv/crossover",5,front,gasoline,4,1794,125,161,175.0,12.2,7.4
48760,29340,5 speed manual transmission,5,"5-doors, suv/crossover",5,front+rear,gasoline,4,1998,152,194,185.0,10.6,8.6
48777,27200,5 speed manual transmission,5,"5-doors, suv/crossover",5,front,gasoline,4,1987,158,198,185.0,10.2,7.4
48791,31520,6 speed manual transmission,6,"5-doors, suv/crossover",5,front,gasoline,4,1987,158,198,185.0,10.2,7.4
48809,6239,4 speed manual transmission,4,"3-doors, hatchback",5,rear,gasoline,4,993,47,67,140.0,18.0,7.2
48814,6215,4 speed manual transmission,4,"3-doors, hatchback",5,rear,gasoline,4,993,45,66,140.0,18.0,7.2
48818,7621,4 speed manual transmission,4,"3-doors, hatchback",5,front,gasoline,4,999,54,75,150.0,13.5,6.0
48832,10857,3 speed automatic,3,"3-doors, hatchback",5,front,gasoline,4,1296,75,103,165.0,13.6,7.0
48847,10595,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,4,1332,75,115,170.0,11.2,6.8
48855,7147,4 speed manual transmission,4,"5-doors, hatchback",5,rear,gasoline,4,1166,56,83,150.0,14.5,7.6
48857,7530,4 speed manual transmission,4,"5-doors, hatchback",5,rear,gasoline,4,1290,65,98,155.0,12.9,6.8
48858,7984,4 speed manual transmission,4,"5-doors, hatchback",5,front,gasoline,4,999,54,75,150.0,13.5,6.0
48860,10886,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1296,75,101,170.0,10.3,6.3
48863,11050,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1332,75,115,170.0,11.2,6.8
48871,6693,4 speed manual transmission,4,"5-doors, station wagon",5,rear,gasoline,4,1166,56,83,150.0,14.5,7.6
48872,17805,6 speed manual transmission,6,"5-doors, mpv",5,front,gasoline,4,1329,100,132,175.0,12.5,5.5
48876,22890,5 speed manual transmission,5,"5-doors, mpv",5,front,gasoline,4,1598,110,150,175.0,12.7,7.5
48898,26690,6 speed manual transmission,6,"5-doors, mpv",NaN,front,gasoline,4,1598,132,160,185.0,11.7,6.7
48935,18995,6 speed manual transmission,6,"5-doors, mpv",5,front,gasoline,4,1329,99,125,170.0,13.3,5.4
48940,11390,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,4,998,68,90,155.0,13.6,5.7
48954,11990,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,4,998,68,90,155.0,13.6,5.7
48969,11640,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,3,998,69,93,155.0,15.7,5.4
48989,10990,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,3,998,69,93,155.0,15.7,4.9
59068,12395,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,3,998,69,93,155.0,15.3,4.8
49010,12350,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,998,68,90,155.0,13.6,5.7
49022,13390,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,998,68,90,155.0,13.6,5.7
49036,11590,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,3,998,69,93,155.0,15.7,5.4
49055,11585,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,3,998,69,93,155.0,15.7,4.9
59069,12850,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,3,998,69,93,155.0,15.3,4.8
49085,15550,5 speed manual transmission,5,"5-doors, mpv",5,front,gasoline,4,1299,86,124,165.0,12.5,6.4
49096,15990,5 speed manual transmission,5,"5-doors, mpv",5,front,gasoline,4,1299,84,122,165.0,12.7,6.5
49106,51375,6 speed manual transmission,6,"4-doors, pick-up",5,rear,diesel,4,1968,122,340,163.0,13.5,7.3
49142,21390,6 speed manual transmission,6,"3-doors, hatchback",4,front,gasoline,4,1197,105,175,180.0,10.9,5.9
49161,18945,5 speed manual transmission,5,"4-doors, sedan",5,front,gasoline,4,1390,75,128,171.0,15.0,6.7
49287,31920,5 speed manual transmission,5,"5-doors, station wagon",5,front,gasoline,4,1781,150,210,216.0,9.2,8.0
49302,17130,5 speed manual transmission,5,"4-doors, mpv",5,front,gasoline,4,1390,75,127,148.0,17.9,8.2
49378,21390,5 speed manual transmission,5,"4-doors, mpv",5,front,gasoline,4,1197,86,160,155.0,14.7,6.8
59085,40050,6 speed manual transmission,6,"4-doors, sedan",4,front,gasoline,4,1390,160,240,222.0,8.5,6.6
49450,24046,5 speed manual transmission,5,"3-doors, coup&eacute;",4,front,gasoline,4,1984,116,166,200.0,10.6,7.8
65007,52611,6 speed manual transmission,6,"4-doors, bus",2,rear,diesel,4,1968,109,300,149.0,NaN,NaN
48396,19790,5 speed manual transmission,5,"4-doors, sedan",5,front,gasoline,4,1398,97,130,185.0,12.0,6.7
48413,19695,6 speed manual transmission,6,"4-doors, sedan",5,front,gasoline,4,1329,101,132,180.0,13.1,5.7
48432,7258,4 speed manual transmission,4,"3-doors, station wagon",5,rear,gasoline,4,1290,60,93,150.0,13.8,7.8
48433,7828,4 speed manual transmission,4,"3-doors, station wagon",5,rear,gasoline,4,1290,60,93,150.0,13.8,7.8
48434,7496,4 speed manual transmission,4,"5-doors, station wagon",5,rear,gasoline,4,1290,60,93,150.0,13.8,7.8
48435,8077,4 speed manual transmission,4,"5-doors, station wagon",5,rear,gasoline,4,1290,60,93,150.0,13.8,7.8
48436,10253,4 speed manual transmission,4,"5-doors, station wagon",5,rear,gasoline,4,1290,65,98,155.0,14.6,7.0
48439,12454,5 speed manual transmission,5,"5-doors, station wagon",5,front,gasoline,4,1295,75,103,160.0,11.7,6.6
48446,15179,5 speed manual transmission,5,"5-doors, station wagon",5,front,gasoline,4,1332,88,111,175.0,11.5,6.9
48454,15425,5 speed manual transmission,5,"5-doors, station wagon",5,front,gasoline,4,1332,86,120,175.0,12.5,7.1
48462,16495,5 speed manual transmission,5,"5-doors, station wagon",5,front,gasoline,4,1598,110,150,195.0,10.0,7.2
48466,16490,5 speed manual transmission,5,"5-doors, station wagon",5,front,gasoline,4,1398,97,130,185.0,12.0,6.7
48479,20150,5 speed manual transmission,5,"5-doors, station wagon",5,front,gasoline,4,1398,97,130,185.0,12.0,6.7
48498,16788,5 speed manual transmission,5,"2-doors, coup&eacute;",5,front,gasoline,4,1587,124,142,200.0,8.9,7.7
48499,8781,4 speed manual transmission,4,"3-doors, coup&eacute;",5,rear,gasoline,4,1290,60,93,150.0,13.8,7.8
48500,21990,5 speed manual transmission,5,"5-doors, mpv",5,front,gasoline,4,1598,110,150,180.0,11.3,7.4
48509,22650,5 speed manual transmission,5,"5-doors, mpv",5,front,gasoline,4,1598,110,150,175.0,12.7,7.5
48533,23229,5 speed manual transmission,5,"3-doors, suv/crossover",4,front+rear,gasoline,4,1998,129,175,170.0,10.1,9.1
48537,21775,5 speed manual transmission,5,"3-doors, suv/crossover",4,front+rear,gasoline,4,1998,128,178,170.0,10.1,9.6
48539,23410,5 speed manual transmission,5,"3-doors, suv/crossover",4,front+rear,gasoline,4,1998,128,178,170.0,10.8,9.6
48541,26886,5 speed manual transmission,5,"5-doors, suv/crossover",5,front+rear,gasoline,4,1998,129,175,170.0,10.4,9.1
48543,24045,5 speed manual transmission,5,"5-doors, suv/crossover",5,front+rear,gasoline,4,1998,128,178,170.0,10.4,9.6
48545,39990,6 speed manual transmission,6,"2-doors, coup&eacute;",4,rear,gasoline,4,1998,200,205,226.0,7.6,7.8
48548,39990,5 speed manual transmission,5,"2-doors, pick-up",4,rear,diesel,4,2494,144,343,170.0,14.1,7.3
48553,52095,5 speed manual transmission,5,"4-doors, pick-up",5,front+rear,diesel,4,2494,144,343,170.0,13.3,7.3
48558,12150,5 speed manual transmission,5,"3-doors, hatchback",4,front,gasoline,3,998,68,91,150.0,14.7,4.3
48572,23138,5 speed manual transmission,5,"3-doors, suv/crossover",5,front+rear,gasoline,4,2366,110,187,145.0,NaN,14.0
48577,25307,5 speed manual transmission,5,"3-doors, suv/crossover",5,front+rear,gasoline,4,2366,110,184,145.0,NaN,13.5
48585,51290,4 speed automatic,4,"3-doors, suv/crossover",5,front+rear,gasoline,6,3956,249,380,175.0,9.5,13.3
48598,68395,6 speed manual transmission,6,"3-doors, suv/crossover",5,front+rear,diesel,4,2982,190,420,175.0,14.4,8.1
48602,24732,4 speed manual transmission,4,"5-doors, suv/crossover",5,rear,gasoline,NaN,NaN,NaN,NaN,NaN,NaN,NaN
48604,54290,4 speed automatic,4,"5-doors, suv/crossover",5,front+rear,gasoline,6,3956,249,380,175.0,9.5,13.6
48626,72230,6 speed manual transmission,6,"5-doors, suv/crossover",5,front+rear,diesel,4,2982,190,420,175.0,15.3,8.2
48633,33666,5 speed manual transmission,5,"5-doors, suv/crossover",5,front+rear,diesel,6,3980,103,241,145.0,NaN,12.9
48635,65151,4 speed automatic,4,"5-doors, suv/crossover",5,front+rear,gasoline,6,4477,205,360,170.0,11.4,14.0
48641,85490,4 speed automatic,4,"5-doors, suv/crossover",5,front+rear,gasoline,8,4664,235,434,175.0,11.7,16.6
48646,93300,5 speed automatic,5,"5-doors, suv/crossover",5,front+rear,gasoline,8,4664,238,434,180.0,11.2,16.4
48654,157395,5 speed automatic,5,"5-doors, suv/crossover",NaN,front+rear,gasoline,8,4608,318,460,205.0,8.6,13.3
48657,22369,5 speed manual transmission,5,"2-doors, coup&eacute;",2,rear,gasoline,4,1587,124,142,200.0,8.4,7.3
48659,30087,5 speed manual transmission,5,"2-doors, coup&eacute;",2,rear,gasoline,4,1998,156,186,220.0,7.8,8.0
48661,30790,5 speed manual transmission,5,"2-doors, convertible",2,rear,gasoline,4,1794,140,170,210.0,7.9,7.4
48664,32790,6 speed manual transmission,6,"2-doors, convertible",2,rear,gasoline,4,1794,140,170,210.0,8.0,7.4
